Ano,Trimestre,Mês,Dia,SKU,Código Cliente,Loja,Quantidade Vendida
2016,Trim 2,abril,12,HL1007,774,Curitiba,4
2016,Trim 2,abril,12,HL1008,284,Rio de Janeiro,5
2016,Trim 2,abril,12,HL1009,712,Salvador,4
2016,Trim 2,abril,12,HL1009,776,São Paulo,3
2016,Trim 2,abril,12,HL1013,686,Curitiba,2
2016,Trim 2,abril,12,HL1013,195,Rio de Janeiro,2
2016,Trim 2,abril,12,HL1014,454,São Paulo,9
2016,Trim 2,abril,12,HL1015,25,Nova Iguaçu,5
2016,Trim 2,abril,12,HL1015,132,Porto Alegre,4
2016,Trim 2,abril,12,HL1015,312,São Paulo,5
2016,Trim 2,abril,12,HL1017,50,São Paulo,2
2016,Trim 2,abril,12,HL1018,453,Porto Alegre,2
2016,Trim 2,abril,12,HL1019,651,Belo Horizonte,5
2016,Trim 2,abril,12,HL1019,772,São Paulo,1
2016,Trim 2,abril,12,HL1021,480,Fortaleza,5
2016,Trim 2,abril,12,HL1021,303,São Paulo,2
2016,Trim 2,abril,12,HL1023,424,São Paulo,4
2016,Trim 2,abril,12,HL1024,114,São Paulo,1
2016,Trim 2,abril,13,HL1001,581,Belo Horizonte,3
2016,Trim 2,abril,13,HL1001,110,Campinas,3
2016,Trim 2,abril,13,HL1001,531,Rio de Janeiro,2
2016,Trim 2,abril,13,HL1002,48,Guarulhos,2
2016,Trim 2,abril,13,HL1003,933,São Paulo,6
2016,Trim 2,abril,13,HL1005,615,Goiânia,2
2016,Trim 2,abril,13,HL1005,602,Guarulhos,2
2016,Trim 2,abril,13,HL1005,194,Rio de Janeiro,3
2016,Trim 2,abril,13,HL1008,379,Rio de Janeiro,5
2016,Trim 2,abril,13,HL1013,687,Fortaleza,2
2016,Trim 2,abril,13,HL1015,326,Rio de Janeiro,1
2016,Trim 2,abril,13,HL1020,737,São Paulo,1
2016,Trim 2,abril,14,HL1005,643,Curitiba,5
2016,Trim 2,abril,14,HL1007,573,Rio de Janeiro,2
2016,Trim 2,abril,14,HL1007,772,São Paulo,4
2016,Trim 2,abril,14,HL1008,672,Recife,3
2016,Trim 2,abril,14,HL1009,363,Fortaleza,1
2016,Trim 2,abril,14,HL1009,65,Goiânia,4
2016,Trim 2,abril,14,HL1015,64,Porto Alegre,3
2016,Trim 2,abril,14,HL1015,20,Rio de Janeiro,3
2016,Trim 2,abril,14,HL1018,822,Recife,3
2016,Trim 2,abril,14,HL1018,319,São Paulo,4
2016,Trim 2,abril,14,HL1019,67,Guarulhos,2
2016,Trim 2,abril,14,HL1019,380,Recife,1
2016,Trim 2,abril,15,HL1003,663,Campinas,5
2016,Trim 2,abril,15,HL1005,562,Goiânia,3
2016,Trim 2,abril,15,HL1005,718,São Paulo,5
2016,Trim 2,abril,15,HL1007,58,Belo Horizonte,3
2016,Trim 2,abril,15,HL1007,234,Recife,4
2016,Trim 2,abril,15,HL1007,55,São Paulo,2
2016,Trim 2,abril,15,HL1008,634,Recife,6
2016,Trim 2,abril,15,HL1009,806,Nova Iguaçu,1
2016,Trim 2,abril,15,HL1010,504,Fortaleza,3
2016,Trim 2,abril,15,HL1012,456,Belo Horizonte,2
2016,Trim 2,abril,15,HL1012,1111,Goiânia,8
2016,Trim 2,abril,15,HL1013,746,Porto Alegre,1
2016,Trim 2,abril,15,HL1015,92,Rio de Janeiro,5
2016,Trim 2,abril,15,HL1015,646,Salvador,4
2016,Trim 2,abril,15,HL1015,105,São Paulo,3
2016,Trim 2,abril,15,HL1020,413,Belo Horizonte,1
2016,Trim 2,abril,15,HL1020,375,Porto Alegre,4
2016,Trim 2,abril,15,HL1023,492,Rio de Janeiro,4
2016,Trim 2,abril,15,HL1023,608,São Paulo,5
2016,Trim 2,abril,15,HL1024,315,Goiânia,5
2016,Trim 2,abril,16,HL1001,424,São Paulo,2
2016,Trim 2,abril,16,HL1002,196,São Paulo,4
2016,Trim 2,abril,16,HL1005,480,Fortaleza,4
2016,Trim 2,abril,16,HL1006,286,Fortaleza,4
2016,Trim 2,abril,16,HL1007,215,Fortaleza,3
2016,Trim 2,abril,16,HL1008,170,Salvador,4
2016,Trim 2,abril,16,HL1009,735,Fortaleza,3
2016,Trim 2,abril,16,HL1009,788,Rio de Janeiro,4
2016,Trim 2,abril,16,HL1009,541,São Paulo,3
2016,Trim 2,abril,16,HL1015,44,Rio de Janeiro,5
2016,Trim 2,abril,16,HL1015,962,São Paulo,4
2016,Trim 2,abril,16,HL1018,515,Porto Alegre,4
2016,Trim 2,abril,16,HL1018,408,São Paulo,3
2016,Trim 2,abril,16,HL1021,152,Guarulhos,1
2016,Trim 2,abril,17,HL1001,85,Curitiba,5
2016,Trim 2,abril,17,HL1001,797,São Paulo,1
2016,Trim 2,abril,17,HL1009,408,São Paulo,1
2016,Trim 2,abril,17,HL1012,107,Rio de Janeiro,1
2016,Trim 2,abril,17,HL1012,232,Salvador,1
2016,Trim 2,abril,17,HL1013,81,Recife,1
2016,Trim 2,abril,17,HL1015,660,Belo Horizonte,4
2016,Trim 2,abril,17,HL1020,703,Fortaleza,4
2016,Trim 2,abril,17,HL1021,531,Rio de Janeiro,2
2016,Trim 2,abril,17,HL1023,485,Campinas,4
2016,Trim 2,abril,17,HL1023,691,Nova Iguaçu,3
2016,Trim 2,abril,17,HL1024,170,Salvador,1
2016,Trim 2,abril,18,HL1001,139,Campinas,3
2016,Trim 2,abril,18,HL1001,60,Curitiba,1
2016,Trim 2,abril,18,HL1002,630,Guarulhos,5
2016,Trim 2,abril,18,HL1003,749,Rio de Janeiro,1
2016,Trim 2,abril,18,HL1005,23,Belo Horizonte,4
2016,Trim 2,abril,18,HL1005,116,Goiânia,5
2016,Trim 2,abril,18,HL1007,81,Recife,5
2016,Trim 2,abril,18,HL1008,32,Recife,5
2016,Trim 2,abril,18,HL1009,735,Fortaleza,3
2016,Trim 2,abril,18,HL1009,17,Goiânia,4
2016,Trim 2,abril,18,HL1009,202,São Paulo,1
2016,Trim 2,abril,18,HL1014,7,Curitiba,5
2016,Trim 2,abril,18,HL1015,395,Campinas,2
2016,Trim 2,abril,18,HL1015,429,São Paulo,4
2016,Trim 2,abril,18,HL1018,198,Salvador,1
2016,Trim 2,abril,18,HL1020,54,Salvador,2
2016,Trim 2,abril,18,HL1021,297,Recife,2
2016,Trim 2,abril,18,HL1021,53,São Paulo,1
2016,Trim 2,abril,18,HL1023,722,Campinas,5
2016,Trim 2,abril,18,HL1023,48,Guarulhos,5
2016,Trim 2,abril,19,HL1005,543,Nova Iguaçu,3
2016,Trim 2,abril,19,HL1005,209,São Paulo,5
2016,Trim 2,abril,19,HL1009,930,São Paulo,5
2016,Trim 2,abril,19,HL1011,719,Fortaleza,2
2016,Trim 2,abril,19,HL1013,572,Rio de Janeiro,2
2016,Trim 2,abril,19,HL1013,683,São Paulo,4
2016,Trim 2,abril,19,HL1015,53,São Paulo,5
2016,Trim 2,abril,19,HL1018,613,Belo Horizonte,1
2016,Trim 2,abril,19,HL1019,566,Recife,3
2016,Trim 2,abril,19,HL1023,545,Rio de Janeiro,4
2016,Trim 2,abril,19,HL1024,545,Rio de Janeiro,2
2016,Trim 2,abril,19,HL1024,728,São Paulo,4
2016,Trim 2,abril,20,HL1001,235,São Paulo,5
2016,Trim 2,abril,20,HL1003,86,Campinas,4
2016,Trim 2,abril,20,HL1005,397,Belo Horizonte,5
2016,Trim 2,abril,20,HL1007,270,Guarulhos,4
2016,Trim 2,abril,20,HL1008,580,Fortaleza,4
2016,Trim 2,abril,20,HL1008,380,Recife,1
2016,Trim 2,abril,20,HL1013,580,Fortaleza,3
2016,Trim 2,abril,20,HL1018,303,São Paulo,5
2016,Trim 2,abril,20,HL1019,408,São Paulo,4
2016,Trim 2,abril,20,HL1020,152,Guarulhos,2
2016,Trim 2,abril,20,HL1023,441,Belo Horizonte,2
2016,Trim 2,abril,21,HL1001,4,Curitiba,3
2016,Trim 2,abril,21,HL1001,148,Rio de Janeiro,1
2016,Trim 2,abril,21,HL1005,443,Rio de Janeiro,2
2016,Trim 2,abril,21,HL1006,100,Salvador,5
2016,Trim 2,abril,21,HL1007,229,Guarulhos,4
2016,Trim 2,abril,21,HL1008,164,Salvador,1
2016,Trim 2,abril,21,HL1009,364,Guarulhos,3
2016,Trim 2,abril,21,HL1010,387,Goiânia,4
2016,Trim 2,abril,21,HL1011,445,Fortaleza,1
2016,Trim 2,abril,21,HL1012,616,Recife,3
2016,Trim 2,abril,21,HL1013,539,Goiânia,2
2016,Trim 2,abril,21,HL1013,744,Rio de Janeiro,2
2016,Trim 2,abril,21,HL1013,728,São Paulo,2
2016,Trim 2,abril,21,HL1015,204,Goiânia,2
2016,Trim 2,abril,21,HL1015,737,São Paulo,4
2016,Trim 2,abril,21,HL1019,670,Campinas,5
2016,Trim 2,abril,21,HL1019,553,Fortaleza,2
2016,Trim 2,abril,21,HL1019,429,São Paulo,3
2016,Trim 2,abril,21,HL1023,59,Campinas,3
2016,Trim 2,abril,21,HL1023,681,Nova Iguaçu,1
2016,Trim 2,abril,22,HL1001,126,Guarulhos,1
2016,Trim 2,abril,22,HL1001,776,São Paulo,2
2016,Trim 2,abril,22,HL1005,442,Curitiba,1
2016,Trim 2,abril,22,HL1005,794,Porto Alegre,2
2016,Trim 2,abril,22,HL1007,336,Rio de Janeiro,3
2016,Trim 2,abril,22,HL1008,119,São Paulo,6
2016,Trim 2,abril,22,HL1009,1315,Fortaleza,5
2016,Trim 2,abril,22,HL1011,476,Rio de Janeiro,1
2016,Trim 2,abril,22,HL1011,174,Salvador,2
2016,Trim 2,abril,22,HL1012,653,Recife,2
2016,Trim 2,abril,22,HL1014,641,São Paulo,4
2016,Trim 2,abril,22,HL1015,805,Recife,5
2016,Trim 2,abril,22,HL1018,541,São Paulo,1
2016,Trim 2,abril,22,HL1021,63,Curitiba,1
2016,Trim 2,abril,23,HL1001,113,Fortaleza,1
2016,Trim 2,abril,23,HL1001,646,Salvador,6
2016,Trim 2,abril,23,HL1003,248,Rio de Janeiro,4
2016,Trim 2,abril,23,HL1005,960,Curitiba,6
2016,Trim 2,abril,23,HL1005,806,Nova Iguaçu,4
2016,Trim 2,abril,23,HL1007,812,Curitiba,1
2016,Trim 2,abril,23,HL1008,31,Salvador,5
2016,Trim 2,abril,23,HL1009,740,Fortaleza,1
2016,Trim 2,abril,23,HL1009,807,Niterói,1
2016,Trim 2,abril,23,HL1009,16,Salvador,1
2016,Trim 2,abril,23,HL1013,692,Salvador,1
2016,Trim 2,abril,23,HL1015,238,Curitiba,5
2016,Trim 2,abril,23,HL1015,612,Fortaleza,5
2016,Trim 2,abril,23,HL1018,345,Curitiba,2
2016,Trim 2,abril,23,HL1018,292,Fortaleza,1
2016,Trim 2,abril,23,HL1023,867,Belo Horizonte,5
2016,Trim 2,abril,23,HL1023,646,Salvador,4
2016,Trim 2,abril,23,HL1024,407,Rio de Janeiro,4
2016,Trim 2,abril,23,HL1024,429,São Paulo,5
2016,Trim 2,abril,24,HL1001,246,Goiânia,5
2016,Trim 2,abril,24,HL1001,782,São Paulo,7
2016,Trim 2,abril,24,HL1003,237,Salvador,5
2016,Trim 2,abril,24,HL1005,263,Fortaleza,2
2016,Trim 2,abril,24,HL1007,625,Rio de Janeiro,3
2016,Trim 2,abril,24,HL1009,145,São Paulo,2
2016,Trim 2,abril,24,HL1013,765,Salvador,4
2016,Trim 2,abril,24,HL1015,262,Campinas,2
2016,Trim 2,abril,24,HL1015,133,Fortaleza,5
2016,Trim 2,abril,24,HL1015,432,Porto Alegre,4
2016,Trim 2,abril,24,HL1018,595,Recife,4
2016,Trim 2,abril,24,HL1019,238,Curitiba,2
2016,Trim 2,abril,24,HL1019,141,Guarulhos,3
2016,Trim 2,abril,24,HL1024,374,Rio de Janeiro,2
2016,Trim 2,abril,25,HL1001,951,Salvador,5
2016,Trim 2,abril,25,HL1004,156,Salvador,4
2016,Trim 2,abril,25,HL1007,456,Belo Horizonte,3
2016,Trim 2,abril,25,HL1007,369,Guarulhos,1
2016,Trim 2,abril,25,HL1008,521,Campinas,4
2016,Trim 2,abril,25,HL1008,202,São Paulo,3
2016,Trim 2,abril,25,HL1011,124,Nova Iguaçu,3
2016,Trim 2,abril,25,HL1011,811,Porto Alegre,2
2016,Trim 2,abril,25,HL1012,76,Rio de Janeiro,2
2016,Trim 2,abril,25,HL1012,224,São Paulo,2
2016,Trim 2,abril,25,HL1013,493,Curitiba,5
2016,Trim 2,abril,25,HL1013,503,Fortaleza,3
2016,Trim 2,abril,25,HL1013,245,Salvador,1
2016,Trim 2,abril,25,HL1013,314,São Paulo,1
2016,Trim 2,abril,25,HL1018,484,São Paulo,3
2016,Trim 2,abril,25,HL1019,326,Rio de Janeiro,1
2016,Trim 2,abril,25,HL1021,352,Goiânia,2
2016,Trim 2,abril,25,HL1024,463,Goiânia,4
2016,Trim 2,abril,25,HL1024,593,Salvador,5
2016,Trim 2,abril,26,HL1001,322,Recife,4
2016,Trim 2,abril,26,HL1001,15,Salvador,2
2016,Trim 2,abril,26,HL1005,446,São Paulo,5
2016,Trim 2,abril,26,HL1007,739,Campinas,1
2016,Trim 2,abril,26,HL1007,534,Salvador,2
2016,Trim 2,abril,26,HL1007,224,São Paulo,1
2016,Trim 2,abril,26,HL1009,315,Goiânia,5
2016,Trim 2,abril,26,HL1009,111,São Paulo,4
2016,Trim 2,abril,26,HL1015,818,Fortaleza,3
2016,Trim 2,abril,26,HL1015,314,São Paulo,5
2016,Trim 2,abril,26,HL1019,314,São Paulo,3
2016,Trim 2,abril,26,HL1021,651,Belo Horizonte,2
2016,Trim 2,abril,26,HL1023,509,Recife,4
2016,Trim 2,abril,27,HL1001,201,Campinas,3
2016,Trim 2,abril,27,HL1001,653,Recife,3
2016,Trim 2,abril,27,HL1002,1,Curitiba,4
2016,Trim 2,abril,27,HL1003,769,Salvador,2
2016,Trim 2,abril,27,HL1007,179,Guarulhos,5
2016,Trim 2,abril,27,HL1008,140,São Paulo,4
2016,Trim 2,abril,27,HL1009,626,Belo Horizonte,1
2016,Trim 2,abril,27,HL1009,686,Curitiba,4
2016,Trim 2,abril,27,HL1009,225,Goiânia,3
2016,Trim 2,abril,27,HL1009,310,São Paulo,5
2016,Trim 2,abril,27,HL1013,771,Rio de Janeiro,1
2016,Trim 2,abril,27,HL1015,413,Belo Horizonte,3
2016,Trim 2,abril,27,HL1019,196,São Paulo,1
2016,Trim 2,abril,27,HL1020,178,Curitiba,1
2016,Trim 2,abril,27,HL1021,225,Goiânia,2
2016,Trim 2,abril,28,HL1001,292,Fortaleza,4
2016,Trim 2,abril,28,HL1001,463,Goiânia,1
2016,Trim 2,abril,28,HL1001,499,Rio de Janeiro,3
2016,Trim 2,abril,28,HL1001,772,São Paulo,3
2016,Trim 2,abril,28,HL1006,613,Belo Horizonte,5
2016,Trim 2,abril,28,HL1007,590,Belo Horizonte,4
2016,Trim 2,abril,28,HL1008,279,Fortaleza,5
2016,Trim 2,abril,28,HL1008,168,Salvador,1
2016,Trim 2,abril,28,HL1009,550,Belo Horizonte,3
2016,Trim 2,abril,28,HL1012,670,Campinas,2
2016,Trim 2,abril,28,HL1013,544,Salvador,4
2016,Trim 2,abril,28,HL1015,343,Curitiba,3
2016,Trim 2,abril,28,HL1015,953,Recife,8
2016,Trim 2,abril,28,HL1016,237,Salvador,4
2016,Trim 2,abril,28,HL1018,462,Rio de Janeiro,3
2016,Trim 2,abril,28,HL1018,424,São Paulo,3
2016,Trim 2,abril,28,HL1020,718,São Paulo,5
2016,Trim 2,abril,28,HL1021,672,Recife,1
2016,Trim 2,abril,28,HL1022,674,Goiânia,3
2016,Trim 2,abril,29,HL1001,199,Campinas,4
2016,Trim 2,abril,29,HL1001,365,Goiânia,4
2016,Trim 2,abril,29,HL1001,224,São Paulo,5
2016,Trim 2,abril,29,HL1005,483,Belo Horizonte,2
2016,Trim 2,abril,29,HL1005,28,Rio de Janeiro,4
2016,Trim 2,abril,29,HL1005,761,Salvador,3
2016,Trim 2,abril,29,HL1006,120,Campinas,1
2016,Trim 2,abril,29,HL1007,404,Porto Alegre,5
2016,Trim 2,abril,29,HL1008,551,Salvador,1
2016,Trim 2,abril,29,HL1008,450,São Paulo,4
2016,Trim 2,abril,29,HL1009,678,Campinas,4
2016,Trim 2,abril,29,HL1009,269,Fortaleza,5
2016,Trim 2,abril,29,HL1009,566,Recife,3
2016,Trim 2,abril,29,HL1009,125,Rio de Janeiro,2
2016,Trim 2,abril,29,HL1010,334,Guarulhos,1
2016,Trim 2,abril,29,HL1013,542,Belo Horizonte,1
2016,Trim 2,abril,29,HL1013,34,Salvador,4
2016,Trim 2,abril,29,HL1015,180,Belo Horizonte,5
2016,Trim 2,abril,29,HL1015,720,Curitiba,2
2016,Trim 2,abril,29,HL1015,738,Goiânia,5
2016,Trim 2,abril,29,HL1015,228,Niterói,3
2016,Trim 2,abril,29,HL1015,459,Recife,3
2016,Trim 2,abril,29,HL1018,190,Belo Horizonte,3
2016,Trim 2,abril,29,HL1018,428,Porto Alegre,5
2016,Trim 2,abril,29,HL1019,245,Salvador,2
2016,Trim 2,abril,29,HL1021,322,Recife,2
2016,Trim 2,abril,29,HL1023,664,Porto Alegre,2
2016,Trim 2,abril,30,HL1001,513,Recife,2
2016,Trim 2,abril,30,HL1001,79,São Paulo,3
2016,Trim 2,abril,30,HL1002,775,Salvador,3
2016,Trim 2,abril,30,HL1009,139,Campinas,1
2016,Trim 2,abril,30,HL1009,52,Rio de Janeiro,1
2016,Trim 2,abril,30,HL1009,209,São Paulo,4
2016,Trim 2,abril,30,HL1015,651,Belo Horizonte,2
2016,Trim 2,abril,30,HL1019,753,São Paulo,1
2016,Trim 2,abril,30,HL1024,113,Fortaleza,2
2016,Trim 2,abril,30,HL1024,443,Rio de Janeiro,3
2016,Trim 2,abril,30,HL1024,665,São Paulo,1
2016,Trim 2,maio,1,HL1001,295,Belo Horizonte,1
2016,Trim 2,maio,1,HL1002,749,Rio de Janeiro,5
2016,Trim 2,maio,1,HL1003,37,Guarulhos,2
2016,Trim 2,maio,1,HL1005,79,São Paulo,3
2016,Trim 2,maio,1,HL1007,812,Curitiba,3
2016,Trim 2,maio,1,HL1008,681,Nova Iguaçu,5
2016,Trim 2,maio,1,HL1008,226,Rio de Janeiro,1
2016,Trim 2,maio,1,HL1009,560,Curitiba,1
2016,Trim 2,maio,1,HL1009,196,São Paulo,3
2016,Trim 2,maio,1,HL1012,11,Rio de Janeiro,5
2016,Trim 2,maio,1,HL1013,553,Fortaleza,5
2016,Trim 2,maio,1,HL1015,475,Belo Horizonte,2
2016,Trim 2,maio,1,HL1015,43,Nova Iguaçu,5
2016,Trim 2,maio,1,HL1015,424,São Paulo,1
2016,Trim 2,maio,1,HL1018,91,Fortaleza,2
2016,Trim 2,maio,1,HL1020,5,Recife,1
2016,Trim 2,maio,1,HL1020,57,São Paulo,2
2016,Trim 2,maio,1,HL1021,63,Curitiba,2
2016,Trim 2,maio,2,HL1001,231,Nova Iguaçu,5
2016,Trim 2,maio,2,HL1007,737,São Paulo,5
2016,Trim 2,maio,2,HL1008,235,São Paulo,4
2016,Trim 2,maio,2,HL1009,415,Belo Horizonte,3
2016,Trim 2,maio,2,HL1015,641,São Paulo,1
2016,Trim 2,maio,2,HL1018,52,Rio de Janeiro,5
2016,Trim 2,maio,2,HL1021,735,Fortaleza,5
2016,Trim 2,maio,2,HL1021,615,Goiânia,3
2016,Trim 2,maio,2,HL1022,154,Belo Horizonte,5
2016,Trim 2,maio,2,HL1024,286,Fortaleza,2
2016,Trim 2,maio,2,HL1024,672,Recife,4
2016,Trim 2,maio,3,HL1001,483,Belo Horizonte,5
2016,Trim 2,maio,3,HL1003,443,Rio de Janeiro,3
2016,Trim 2,maio,3,HL1005,233,Guarulhos,2
2016,Trim 2,maio,3,HL1005,648,Niterói,2
2016,Trim 2,maio,3,HL1006,50,São Paulo,5
2016,Trim 2,maio,3,HL1007,244,Recife,2
2016,Trim 2,maio,3,HL1013,468,Fortaleza,4
2016,Trim 2,maio,3,HL1015,359,Belo Horizonte,5
2016,Trim 2,maio,3,HL1015,665,São Paulo,4
2016,Trim 2,maio,3,HL1021,121,Rio de Janeiro,5
2016,Trim 2,maio,3,HL1023,559,Salvador,1
2016,Trim 2,maio,4,HL1002,306,Guarulhos,1
2016,Trim 2,maio,4,HL1002,114,São Paulo,4
2016,Trim 2,maio,4,HL1007,34,Salvador,5
2016,Trim 2,maio,4,HL1008,354,Fortaleza,1
2016,Trim 2,maio,4,HL1008,797,São Paulo,5
2016,Trim 2,maio,4,HL1009,324,Nova Iguaçu,5
2016,Trim 2,maio,4,HL1009,446,São Paulo,5
2016,Trim 2,maio,4,HL1015,209,São Paulo,1
2016,Trim 2,maio,4,HL1020,761,Salvador,2
2016,Trim 2,maio,4,HL1021,434,Niterói,3
2016,Trim 2,maio,5,HL1003,218,Porto Alegre,3
2016,Trim 2,maio,5,HL1008,636,Goiânia,1
2016,Trim 2,maio,5,HL1008,360,Porto Alegre,1
2016,Trim 2,maio,5,HL1009,163,Fortaleza,3
2016,Trim 2,maio,5,HL1009,233,Guarulhos,4
2016,Trim 2,maio,5,HL1012,380,Recife,3
2016,Trim 2,maio,5,HL1015,719,Fortaleza,4
2016,Trim 2,maio,5,HL1018,659,Campinas,1
2016,Trim 2,maio,5,HL1018,274,Goiânia,3
2016,Trim 2,maio,5,HL1023,649,Nova Iguaçu,3
2016,Trim 2,maio,5,HL1023,683,São Paulo,1
2016,Trim 2,maio,6,HL1001,174,Salvador,2
2016,Trim 2,maio,6,HL1001,424,São Paulo,1
2016,Trim 2,maio,6,HL1002,246,Goiânia,5
2016,Trim 2,maio,6,HL1002,729,Recife,5
2016,Trim 2,maio,6,HL1008,605,Goiânia,4
2016,Trim 2,maio,6,HL1008,328,Porto Alegre,4
2016,Trim 2,maio,6,HL1008,476,Rio de Janeiro,1
2016,Trim 2,maio,6,HL1009,471,Fortaleza,5
2016,Trim 2,maio,6,HL1012,99,Rio de Janeiro,1
2016,Trim 2,maio,6,HL1013,748,São Paulo,2
2016,Trim 2,maio,6,HL1015,753,São Paulo,2
2016,Trim 2,maio,6,HL1018,564,Guarulhos,4
2016,Trim 2,maio,6,HL1021,380,Recife,1
2016,Trim 2,maio,6,HL1023,293,Curitiba,3
2016,Trim 2,maio,6,HL1023,303,São Paulo,1
2016,Trim 2,maio,6,HL1024,653,Recife,2
2016,Trim 2,maio,7,HL1001,62,Guarulhos,5
2016,Trim 2,maio,7,HL1001,664,Porto Alegre,3
2016,Trim 2,maio,7,HL1001,665,São Paulo,2
2016,Trim 2,maio,7,HL1005,201,Campinas,3
2016,Trim 2,maio,7,HL1005,400,São Paulo,4
2016,Trim 2,maio,7,HL1007,796,Fortaleza,4
2016,Trim 2,maio,7,HL1008,546,Niterói,4
2016,Trim 2,maio,7,HL1012,406,São Paulo,5
2016,Trim 2,maio,7,HL1013,399,Guarulhos,5
2016,Trim 2,maio,7,HL1015,323,Porto Alegre,4
2016,Trim 2,maio,7,HL1018,234,Recife,1
2016,Trim 2,maio,7,HL1019,169,Recife,5
2016,Trim 2,maio,7,HL1019,700,Salvador,5
2016,Trim 2,maio,7,HL1021,343,Curitiba,4
2016,Trim 2,maio,7,HL1021,559,Salvador,3
2016,Trim 2,maio,7,HL1024,232,Salvador,3
2016,Trim 2,maio,8,HL1005,477,Nova Iguaçu,5
2016,Trim 2,maio,8,HL1009,129,Porto Alegre,1
2016,Trim 2,maio,8,HL1009,99,Rio de Janeiro,2
2016,Trim 2,maio,8,HL1013,805,Recife,5
2016,Trim 2,maio,8,HL1019,50,São Paulo,2
2016,Trim 2,maio,8,HL1023,709,Campinas,2
2016,Trim 2,maio,8,HL1024,224,São Paulo,5
2016,Trim 2,maio,9,HL1001,145,São Paulo,4
2016,Trim 2,maio,9,HL1002,486,Niterói,5
2016,Trim 2,maio,9,HL1004,1,Curitiba,3
2016,Trim 2,maio,9,HL1005,462,Rio de Janeiro,1
2016,Trim 2,maio,9,HL1009,167,Guarulhos,5
2016,Trim 2,maio,9,HL1011,156,Salvador,2
2016,Trim 2,maio,9,HL1015,49,São Paulo,4
2016,Trim 2,maio,9,HL1018,485,Campinas,5
2016,Trim 2,maio,9,HL1021,380,Recife,2
2016,Trim 2,maio,9,HL1021,1072,São Paulo,4
2016,Trim 2,maio,9,HL1024,29,Rio de Janeiro,1
2016,Trim 2,maio,9,HL1024,1315,São Paulo,8
2016,Trim 2,maio,10,HL1001,566,Recife,1
2016,Trim 2,maio,10,HL1001,54,Salvador,2
2016,Trim 2,maio,10,HL1001,145,São Paulo,5
2016,Trim 2,maio,10,HL1005,371,Porto Alegre,3
2016,Trim 2,maio,10,HL1005,314,São Paulo,4
2016,Trim 2,maio,10,HL1011,752,Salvador,4
2016,Trim 2,maio,10,HL1015,789,Curitiba,2
2016,Trim 2,maio,10,HL1015,77,Nova Iguaçu,2
2016,Trim 2,maio,10,HL1015,1093,São Paulo,7
2016,Trim 2,maio,10,HL1018,700,Fortaleza,10
2016,Trim 2,maio,10,HL1021,710,Niterói,5
2016,Trim 2,maio,10,HL1023,342,Recife,1
2016,Trim 2,maio,10,HL1024,617,São Paulo,4
2016,Trim 2,maio,11,HL1001,700,Salvador,3
2016,Trim 2,maio,11,HL1002,398,Recife,4
2016,Trim 2,maio,11,HL1013,195,Rio de Janeiro,5
2016,Trim 2,maio,11,HL1014,371,Porto Alegre,2
2016,Trim 2,maio,11,HL1015,237,Salvador,4
2016,Trim 2,maio,11,HL1018,268,Recife,3
2016,Trim 2,maio,11,HL1021,562,Goiânia,4
2016,Trim 2,maio,11,HL1023,820,Recife,5
2016,Trim 2,maio,11,HL1023,303,São Paulo,3
2016,Trim 2,maio,12,HL1001,163,Fortaleza,1
2016,Trim 2,maio,12,HL1002,805,Recife,3
2016,Trim 2,maio,12,HL1003,682,Goiânia,2
2016,Trim 2,maio,12,HL1005,735,Fortaleza,3
2016,Trim 2,maio,12,HL1005,100,Salvador,3
2016,Trim 2,maio,12,HL1009,672,Recife,2
2016,Trim 2,maio,12,HL1010,641,São Paulo,2
2016,Trim 2,maio,12,HL1014,650,São Paulo,1
2016,Trim 2,maio,12,HL1015,485,Campinas,4
2016,Trim 2,maio,12,HL1023,29,Rio de Janeiro,3
2016,Trim 2,maio,13,HL1003,439,Campinas,1
2016,Trim 2,maio,13,HL1003,553,Fortaleza,1
2016,Trim 2,maio,13,HL1006,429,São Paulo,3
2016,Trim 2,maio,13,HL1007,1205,São Paulo,4
2016,Trim 2,maio,13,HL1013,633,Recife,4
2016,Trim 2,maio,13,HL1019,749,Rio de Janeiro,2
2016,Trim 2,maio,13,HL1021,310,São Paulo,1
2016,Trim 2,maio,13,HL1023,613,Belo Horizonte,1
2016,Trim 2,maio,14,HL1001,581,Belo Horizonte,2
2016,Trim 2,maio,14,HL1001,505,Campinas,5
2016,Trim 2,maio,14,HL1001,224,São Paulo,5
2016,Trim 2,maio,14,HL1002,285,Salvador,3
2016,Trim 2,maio,14,HL1003,565,Fortaleza,4
2016,Trim 2,maio,14,HL1007,159,Porto Alegre,5
2016,Trim 2,maio,14,HL1007,226,Rio de Janeiro,3
2016,Trim 2,maio,14,HL1008,450,São Paulo,2
2016,Trim 2,maio,14,HL1009,148,Rio de Janeiro,5
2016,Trim 2,maio,14,HL1015,65,Goiânia,3
2016,Trim 2,maio,14,HL1015,113,Salvador,8
2016,Trim 2,maio,14,HL1020,377,Rio de Janeiro,3
2016,Trim 2,maio,14,HL1020,114,São Paulo,3
2016,Trim 2,maio,14,HL1024,200,Porto Alegre,5
2016,Trim 2,maio,15,HL1001,137,Guarulhos,3
2016,Trim 2,maio,15,HL1003,326,Rio de Janeiro,1
